Customer_ID,Customer_Name,Phone,Email,Age,Annual_Income,Purchase_Amount,Purchase_Amount_Scaled,Income_Bin,Annual_Income_Smoothed,Age_Group,Gender,City,Payment_Method,Customer_Status,Customer_Segment,Customer_Segment_Encoded,Registration_Date,Payment_Card,Payment_Cash,Payment_Digital Wallet,Payment_Mobile Banking
C0028,Sabina Rai,9899639081,sabina.rai71@example.com,46,104303.0,30778.05,0.6104479234904562,"(86883.8, 117543.2]",100736.40909090909,46-60,Male,Biratnagar,Cash,Inactive,New,0,2025-01-17,False,True,False,False
C0065,Nabin Rai,9881690398,invalid.email.com,30,119602.0,9382.36,0.1739493310739641,"(117543.2, 148202.6]",132933.14285714287,19-30,Female,Lalitpur,Cash,Inactive,Regular,1,2023-11-04,False,True,False,False
C0005,Nabin Tamang,9820709497,nabin.tamang30@example.com,30,37012.0,33232.53,0.660522357412168,"(25411.703, 56224.4]",43174.0,19-30,Female,Butwal,Mobile Banking,Active,Premium,2,2022-05-23,False,False,False,True
C0098,Prakash Poudel,9841-234567,prakash.poudel29@example.com,58,86295.0,23838.1,0.46886434257108245,"(56224.4, 86883.8]",70926.125,46-60,Female,Lalitpur,Mobile Banking,Pending,Regular,1,2022-10-08,False,False,False,True
C0101,Nabin Adhikari,9858678896,nabin.adhikari13@example.com,20,81955.0,22447.46,0.44049356310297133,"(56224.4, 86883.8]",70926.125,19-30,Female,Butwal,Card,Pending,Premium,2,2024-01-29,True,False,False,False
C0081,Manish Karki,9819369750,manish.karki36@example.com,47,125554.0,,,"(117543.2, 148202.6]",132933.14285714287,46-60,Male,,Card,Inactive,Premium,2,2022-10-24,True,False,False,False
C0094,Bikash Poudel,9851464269,bikash.poudel57@example.com,61,60855.0,31598.28,0.6271816320297825,"(56224.4, 86883.8]",70926.125,60+,Female,Biratnagar,Cash,Active,New,0,2025-12-09,False,True,False,False
C0085,Asha Tamang,9865026398,asha.tamang84@example.com,46,144780.0,1259.71,0.008237204393692507,"(117543.2, 148202.6]",132933.14285714287,46-60,Male,Kathmandu,Card,Inactive,Regular,1,2024-12-13,True,False,False,False
C0019,Gita Thapa,9897705310,gita.thapa83@example.com,45,132767.0,23617.72,0.4643683174465482,"(117543.2, 148202.6]",132933.14285714287,31-45,Other,Lalitpur,Cash,Active,Regular,1,2024-05-17,False,True,False,False
C0011,Kiran Poudel,98 41234567,kiran.poudel97@example.com,51,28009.0,34174.03,0.6797301242455877,"(25411.703, 56224.4]",43174.0,46-60,Female,Lalitpur,Cash,Inactive,New,0,2025-07-02,False,True,False,False
C0123,Nisha Adhikari,9839738898,nisha.adhikari43@example.com,43,128747.0,43590.96,0.8718471669716992,"(117543.2, 148202.6]",132933.14285714287,31-45,Other,Chitwan,Mobile Banking,Active,Regular,1,2022-11-06,False,False,False,True
C0012,Suman Thapa,9877187530,suman.thapa98@example.com,45,25850.0,47713.89,0.955960048661036,"(25411.703, 56224.4]",43174.0,31-45,Female,Pokhara,Mobile Banking,Active,New,0,2024-07-18,False,False,False,True
C0013,Gita Rai,9882394227,gita.rai68@example.com,50,65065.0,19008.74,0.3703394133786839,"(56224.4, 86883.8]",70926.125,46-60,Other,Chitwan,Card,Active,New,0,2023-12-02,True,False,False,False
C0046,Prakash Shrestha,9869038700,prakash.shrestha10@example.com,35,152034.0,31524.05,0.6256672480339835,"(148202.6, 178862.0]",162398.29411764705,31-45,Male,Biratnagar,Mobile Banking,Pending,Premium,2,2024-03-12,False,False,False,True
C0079,Riya Karki,9883932360,riya.karki2@example.com,49,87730.0,35634.25,0.7095204219465924,"(86883.8, 117543.2]",100736.40909090909,46-60,Other,Kathmandu,Mobile Banking,Pending,Premium,2,2022-01-03,False,False,False,True
C0048,Roshan Adhikari,9862274692,sita@,52,41322.0,10738.3,0.20161218753716847,"(25411.703, 56224.4]",43174.0,46-60,Male,Bhaktapur,Cash,Pending,New,0,2024-01-05,False,True,False,False
C0001,Gita Sharma,9889254563,gita.sharma55@example.com,35,61579.0,36955.33,0.7364720912065966,"(56224.4, 86883.8]",70926.125,31-45,Other,Pokhara,Cash,Active,Regular,1,2023-03-04,False,True,False,False
C0043,Nabin Thapa,9876354180,nabin.thapa52@example.com,44,75970.0,36058.12,0.7181678952633015,"(56224.4, 86883.8]",70926.125,31-45,Female,Butwal,Digital Wallet,Active,Regular,1,2025-03-24,False,False,True,False
C0052,Puja Gurung,9860885459,puja.gurung36@example.com,34,80485.0,23007.62,0.4519215213285776,"(56224.4, 86883.8]",70926.125,31-45,Male,Bhaktapur,Mobile Banking,Inactive,Premium,2,2023-02-11,False,False,False,True
C0025,Kiran Thapa,9898231132,kiran.thapa75@example.com,33,35418.0,31159.38,0.6182275280858761,"(25411.703, 56224.4]",43174.0,31-45,Other,Chitwan,Digital Wallet,Pending,New,0,2025-02-05,False,False,True,False
C0068,Sita Gurung,9891378577,sita.gurung77@example.com,54,90061.0,6363.35,0.11235778551075422,"(86883.8, 117543.2]",100736.40909090909,46-60,Male,Lalitpur,Digital Wallet,Pending,Regular,1,2022-06-24,False,False,True,False
C0114,Nisha Adhikari,9813886030,nisha.adhikari24@example.com,57,170945.0,1799.56,0.01925081344841536,"(148202.6, 178862.0]",162398.29411764705,46-60,Other,Chitwan,Mobile Banking,Inactive,New,0,2025-10-14,False,False,False,True
C0090,Nisha Karki,9872445234,nisha.karki37@example.com,27,91578.0,23248.74,0.4568406681569092,"(86883.8, 117543.2]",100736.40909090909,19-30,Other,Pokhara,Cash,Inactive,New,0,2024-02-08,False,True,False,False
C0016,Bikash Rai,9826240908,bikash.rai32@example.com,60,139845.0,45030.9,0.9012237275390005,"(117543.2, 148202.6]",132933.14285714287,46-60,Female,Butwal,Digital Wallet,Active,Regular,1,2024-04-02,False,False,True,False
C0023,Dipesh Karki,9852091325,dipesh.karki8@example.com,30,40331.0,29169.42,0.5776298778598201,"(25411.703, 56224.4]",43174.0,19-30,Male,Lalitpur,Cash,Active,New,0,2023-03-22,False,True,False,False
C0045,Sneha Kc,9831361812,sneha.kc96@example.com,38,157324.0,21623.67,0.4236872261516142,"(148202.6, 178862.0]",162398.29411764705,31-45,Other,Biratnagar,Digital Wallet,Inactive,Premium,2,2024-06-25,False,False,True,False
C0066,Sita Kc,98 41234567,sita.kc37@example.com,62,153680.0,5578.09,0.09633750831095488,"(148202.6, 178862.0]",162398.29411764705,60+,Female,Pokhara,Cash,Inactive,Premium,2,2025-07-30,False,True,False,False
C0097,Kiran Kc,9871040347,kiran.kc48@example.com,23,28648.0,13590.7,0.2598046826148595,"(25411.703, 56224.4]",43174.0,19-30,Female,Biratnagar,Cash,Pending,New,0,2024-03-19,False,True,False,False
C0031,Prakash Gurung,9820099059,ram@gmail,46,75000.0,28264.89,0.5591763448445966,"(56224.4, 86883.8]",70926.125,46-60,Other,Chitwan,Cash,Active,New,0,2025-12-16,False,True,False,False
C0063,Manish Kc,9846361787,manish.kc40@example.com,40,111714.0,17914.62,0.34801800939803484,"(86883.8, 117543.2]",100736.40909090909,31-45,Other,Bhaktapur,Digital Wallet,Inactive,Regular,1,2025-01-02,False,False,True,False
C0010,Aarav Kc,9866661351,aarav.kc77@example.com,23,53743.0,8065.65,0.14708681522985156,"(25411.703, 56224.4]",43174.0,19-30,Female,Biratnagar,Card,Active,Premium,2,2022-07-04,True,False,False,False
C0034,Anisha Tamang,9861343880,anisha.tamang5@example.com,60,94941.0,8380.29,0.15350586117405463,"(86883.8, 117543.2]",100736.40909090909,46-60,Female,Biratnagar,Cash,Inactive,Regular,1,2023-05-24,False,True,False,False
C0067,Puja Tamang,9876001106,puja.tamang10@example.com,21,54907.0,41194.72,0.8229609012288278,"(25411.703, 56224.4]",43174.0,19-30,Male,Lalitpur,Cash,Pending,New,0,2024-05-09,False,True,False,False
C0026,Suman Rai,9896637649,suman.rai39@example.com,60,87570.0,13647.92,0.2609720415295788,"(86883.8, 117543.2]",100736.40909090909,46-60,Male,Butwal,Card,Inactive,Premium,2,2023-06-10,True,False,False,False
C0119,Nisha Adhikari,9844295247,nisha.adhikari38@example.com,,104015.0,47293.54,0.9473843877067843,"(86883.8, 117543.2]",100736.40909090909,,Other,Kathmandu,Card,Inactive,Regular,1,2023-02-23,True,False,False,False
C0029,Gita Gurung,9856020613,gita.gurung27@example.com,25,65749.0,13981.24,0.26777218262455005,"(56224.4, 86883.8]",70926.125,19-30,Female,Kathmandu,Card,Pending,New,0,2025-07-02,True,False,False,False
C0099,Puja Rai,9876118957,puja.rai15@example.com,44,36887.0,12500.0,0.23755305087273437,"(25411.703, 56224.4]",43174.0,31-45,Other,Kathmandu,Mobile Banking,Active,Regular,1,2022-10-14,False,False,False,True
C0086,Manish Rai,9852501540,manish.rai81@example.com,57,46054.0,42662.38,0.852902984150481,"(25411.703, 56224.4]",43174.0,46-60,Female,Butwal,Digital Wallet,Pending,Premium,2,2024-03-25,False,False,True,False
C0054,Bikash Sharma,9872415804,bikash.sharma90@example.com,27,149141.0,33638.21,0.6687987321853828,"(148202.6, 178862.0]",162398.29411764705,19-30,Other,Pokhara,Card,Inactive,Premium,2,2022-09-16,True,False,False,False
C0069,Sneha Adhikari,9891823275,sneha.adhikari95@example.com,46,,15616.32,0.3011298410355832,,,46-60,Female,Lalitpur,Cash,Active,Regular,1,2025-04-20,False,True,False,False
C0074,Hari Poudel,9887201917,hari.poudel76@example.com,45,90632.0,1780.31,0.018858089591226486,"(86883.8, 117543.2]",100736.40909090909,31-45,Male,Butwal,Card,Active,New,0,2023-10-23,True,False,False,False
C0050,Nabin Shrestha,9899774697,nabin.shrestha87@example.com,32,152308.0,1936.73,0.02204925144792696,"(148202.6, 178862.0]",162398.29411764705,31-45,Female,Lalitpur,Card,Inactive,New,0,2024-11-06,True,False,False,False
C0036,Prakash Tamang,nan,prakash.tamang34@example.com,50,165565.0,16891.92,0.3271536619306549,"(148202.6, 178862.0]",162398.29411764705,46-60,Other,Bhaktapur,Cash,Active,New,0,2025-10-23,False,True,False,False
C0017,Suman Sharma,9840728046,suman.sharma9@example.com,53,82728.0,855.95,0.0,"(56224.4, 86883.8]",70926.125,46-60,Other,Pokhara,Cash,Active,Premium,2,2025-04-20,False,True,False,False
C0035,Bikash Karki,98 41234567,bikash.karki43@example.com,37,83438.0,1671.39,0.016635986602914155,"(56224.4, 86883.8]",70926.125,31-45,Female,Biratnagar,Card,Inactive,Regular,1,2023-12-04,True,False,False,False
C0086,Manish Rai,9852501540,manish.rai81@example.com,57,46054.0,42662.38,0.852902984150481,"(25411.703, 56224.4]",43174.0,46-60,Female,Butwal,Digital Wallet,Pending,Premium,2,2024-03-25,False,False,True,False
C0008,Sita Tamang,9838538251,,35,173682.0,43880.2,0.8777480214368062,"(148202.6, 178862.0]",162398.29411764705,31-45,Female,Kathmandu,Mobile Banking,Inactive,Premium,2,2023-09-03,False,False,False,True
C0044,Ram Thapa,9826288475,ram.thapa59@example.com,32,160779.0,23495.22,0.46186916562807356,"(148202.6, 178862.0]",162398.29411764705,31-45,Female,Pokhara,Cash,Active,Premium,2,,False,True,False,False
C0077,Kiran Kc,9879067939,kiran.kc1@example.com,47,91164.0,16502.05,0.3191998307513184,"(86883.8, 117543.2]",100736.40909090909,46-60,Male,Kathmandu,Digital Wallet,Pending,New,0,2023-07-10,False,False,True,False
C0105,Ram Tamang,9866500369,ram.tamang68@example.com,55,70677.0,13635.69,0.260722534372518,"(56224.4, 86883.8]",70926.125,46-60,Male,Lalitpur,Card,Active,New,0,2022-02-02,True,False,False,False
C0111,Hari Thapa,9888714010,hari.thapa72@example.com,23,122687.0,40682.58,0.8125126105160636,"(117543.2, 148202.6]",132933.14285714287,19-30,Male,,Cash,Pending,Premium,2,2022-07-17,False,True,False,False
C0009,Puja Gurung,9888320463,puja.gurung52@example.com,26,,13505.71,0.2580707812838214,,,19-30,Female,Pokhara,Digital Wallet,Inactive,Regular,1,2025-02-23,False,False,True,False
C0095,Sabina Gurung,9881249799,sabina.gurung65@example.com,36,71042.0,10439.34,0.19551303302573025,"(56224.4, 86883.8]",70926.125,31-45,Male,Lalitpur,Mobile Banking,Inactive,Regular,1,2024-04-30,False,False,False,True
C0004,Sabina Tamang,9820576383,sabina.tamang71@example.com,34,145435.0,27043.29,0.5342541908735872,"(117543.2, 148202.6]",132933.14285714287,31-45,Other,Biratnagar,Digital Wallet,Inactive,New,0,2022-03-30,False,False,True,False
C0039,Gita Rai,nan,gita.rai17@example.com,37,110506.0,20418.82,0.39910679293945744,"(86883.8, 117543.2]",100736.40909090909,31-45,Other,Butwal,Mobile Banking,Active,Premium,2,2024-04-16,False,False,False,True
C0073,Nabin Poudel,9877172238,nabin.poudel70@example.com,,104715.0,35136.82,0.6993722334644384,"(86883.8, 117543.2]",100736.40909090909,,Female,Kathmandu,Mobile Banking,Inactive,Premium,2,2024-08-17,False,False,False,True
C0102,Dipesh Tamang,nan,dipesh.tamang85@example.com,43,57023.0,47476.03,0.9511074098729349,"(56224.4, 86883.8]",70926.125,31-45,Male,Lalitpur,Digital Wallet,Active,New,0,2023-01-24,False,False,True,False
C0007,Anisha Kc,9853524491,nabin example.com,33,124471.0,13862.42,0.2653481073668263,"(117543.2, 148202.6]",132933.14285714287,31-45,Other,Pokhara,Card,Active,Regular,1,2024-04-08,True,False,False,False
C0084,Sita Tamang,9876481885,sita.tamang5@example.com,48,126208.0,49426.49,0.9908992111452785,"(117543.2, 148202.6]",132933.14285714287,46-60,Other,Butwal,Card,Active,New,0,2024-02-20,True,False,False,False
C0113,Bikash Gurung,9825419645,bikash.gurung98@example.com,,116780.0,42345.98,0.8464480320250495,"(86883.8, 117543.2]",100736.40909090909,,Other,Pokhara,Mobile Banking,Inactive,New,0,2022-10-08,False,False,False,True
C0115,Riya Tamang,9829042093,riya.tamang95@example.com,18,173457.0,33038.56,0.6565651290184575,"(148202.6, 178862.0]",162398.29411764705,0-18,Female,Pokhara,Cash,Pending,Regular,1,2022-10-21,False,True,False,False
C0055,Anisha Poudel,9887669750,anisha.poudel4@example.com,65,67930.0,48253.68,0.9669724336413988,"(56224.4, 86883.8]",70926.125,60+,Other,Butwal,Cash,Inactive,New,0,2022-08-23,False,True,False,False
C0051,Anisha Karki,9821267237,ram@gmail,57,128290.0,29798.69,0.5904677657358328,"(117543.2, 148202.6]",132933.14285714287,46-60,Male,Chitwan,Cash,Pending,Regular,1,2022-02-25,False,True,False,False
C0121,Hari Adhikari,9887277086,hari.adhikari55@example.com,20,145521.0,46097.54,0.9229845054627378,"(117543.2, 148202.6]",132933.14285714287,19-30,Other,Bhaktapur,Mobile Banking,Pending,Premium,2,2022-08-02,False,False,False,True
C0109,Puja Kc,9867723010,puja.kc58@example.com,45,54992.0,42713.24,0.8539405911830331,"(25411.703, 56224.4]",43174.0,31-45,Other,Kathmandu,Card,Active,Premium,2,2025-08-12,True,False,False,False
C0062,Manish Karki,9851098277,manish.karki85@example.com,19,83090.0,20517.86,0.40112733168314507,"(56224.4, 86883.8]",70926.125,19-30,Female,Kathmandu,Card,Pending,Premium,2,2023-08-26,True,False,False,False
C0108,Hari Thapa,9861124122,hari.thapa77@example.com,56,58080.0,14113.29,0.2704661662786691,"(56224.4, 86883.8]",70926.125,46-60,Female,Pokhara,Mobile Banking,Pending,Premium,2,2022-05-15,False,False,False,True
C0080,Hari Shrestha,9878299645,hari.shrestha91@example.com,47,65362.0,25169.59,0.4960283887325587,"(56224.4, 86883.8]",70926.125,46-60,,Kathmandu,Mobile Banking,Inactive,Premium,2,2025-08-19,False,False,False,True
C0092,Gita Shrestha,9812944682,gita.shrestha85@example.com,54,102561.0,49638.26,0.995219581599143,"(86883.8, 117543.2]",100736.40909090909,46-60,Female,Lalitpur,Mobile Banking,Inactive,Premium,2,2025-03-23,False,False,False,True
C0042,Nabin Tamang,9813278320,nabin.tamang6@example.com,33,83888.0,40424.86,0.8072548031147796,"(56224.4, 86883.8]",70926.125,31-45,Male,,Card,Active,Premium,2,2023-09-28,True,False,False,False
C0059,Roshan Poudel,9842730796,roshan.poudel97@example.com,38,47718.0,14306.95,0.27441707028818585,"(25411.703, 56224.4]",43174.0,31-45,Female,Biratnagar,Digital Wallet,Inactive,New,0,2023-05-18,False,False,True,False
C0091,Anisha Thapa,9850550084,anisha.thapa26@example.com,40,136230.0,34670.52,0.689859135562767,"(117543.2, 148202.6]",132933.14285714287,31-45,Female,Chitwan,Digital Wallet,Inactive,Premium,2,2023-05-09,False,False,True,False
C0049,Ram Poudel,9882238741,ram.poudel96@example.com,48,103279.0,,,"(86883.8, 117543.2]",100736.40909090909,46-60,Female,Kathmandu,Digital Wallet,Pending,New,0,2023-12-22,False,False,True,False
C0089,Aarav Shrestha,9891804602,aarav.shrestha49@example.com,44,72200.0,8914.19,0.16439808285473728,"(56224.4, 86883.8]",70926.125,31-45,Other,Chitwan,Cash,Pending,New,0,2025-10-28,False,True,False,False
C0058,Sabina Karki,98412345,sabina.karki69@example.com,,161772.0,48290.95,0.967732787831395,"(148202.6, 178862.0]",162398.29411764705,,Female,Bhaktapur,Mobile Banking,Inactive,Premium,2,2022-12-27,False,False,False,True
C0076,Hari Karki,9865250068,,44,52420.0,42957.79,0.8589297142622819,"(25411.703, 56224.4]",43174.0,31-45,Female,Lalitpur,Mobile Banking,Inactive,Premium,2,2023-10-20,False,False,False,True
C0033,Nisha Thapa,9831810617,nisha.thapa23@example.com,53,65515.0,46325.31,0.9276312957459539,"(56224.4, 86883.8]",70926.125,46-60,Female,Biratnagar,Card,Inactive,Regular,1,2024-12-04,True,False,False,False
C0125,Bikash Gurung,9872270726,bikash.gurung97@example.com,27,44753.0,9268.73,0.17163113824838627,"(25411.703, 56224.4]",43174.0,19-30,Other,,Digital Wallet,Pending,New,0,2025-04-09,False,False,True,False
C0060,Nabin Adhikari,9844675473,nabin.adhikari44@example.com,19,72668.0,12500.0,0.23755305087273437,"(56224.4, 86883.8]",70926.125,19-30,Female,Bhaktapur,Mobile Banking,Inactive,New,0,2023-10-28,False,False,False,True
C0064,Gita Shrestha,9847111151,gita.shrestha93@example.com,25,73535.0,9981.28,0.1861680413361751,"(56224.4, 86883.8]",70926.125,19-30,Female,Butwal,Digital Wallet,Pending,New,0,2025-02-01,False,False,True,False
C0110,Suman Karki,9860237832,suman.karki20@example.com,44,106932.0,21624.82,0.4237106875768489,"(86883.8, 117543.2]",100736.40909090909,31-45,Female,Butwal,Mobile Banking,Pending,Premium,2,2022-07-14,False,False,False,True
C0038,Sita Adhikari,9899152472,sita.adhikari43@example.com,51,76651.0,18528.96,0.3605513067707837,"(56224.4, 86883.8]",70926.125,46-60,Male,Biratnagar,Cash,Pending,Premium,2,2025-07-01,False,True,False,False
C0118,Prakash Shrestha,9880723898,prakash.shrestha86@example.com,25,54069.0,14520.7,0.27877783519593247,"(25411.703, 56224.4]",43174.0,19-30,Other,Lalitpur,Mobile Banking,Active,Regular,1,2024-05-30,False,False,False,True
C0002,Hari Shrestha,9839587039,hari.shrestha58@example.com,50,172127.0,10342.46,0.19353656095900512,"(148202.6, 178862.0]",162398.29411764705,46-60,Male,Chitwan,Digital Wallet,Pending,Premium,2,2022-02-24,False,False,True,False
C0053,Hari Karki,9897477029,hari.karki6@example.com,,116740.0,11599.0,0.21917153423236152,"(86883.8, 117543.2]",100736.40909090909,,Male,Chitwan,Cash,Active,Regular,1,2022-04-17,False,True,False,False
C0022,Manish Shrestha,9871070189,manish.shrestha37@example.com,21,25565.0,49272.79,0.9877635406595681,"(25411.703, 56224.4]",43174.0,19-30,Female,Pokhara,Mobile Banking,Inactive,New,0,,False,False,False,True
C0003,Ram Gurung,9823718431,ram.gurung12@example.com,45,65758.0,11158.03,0.21017519972303278,"(56224.4, 86883.8]",70926.125,31-45,Other,Lalitpur,Mobile Banking,Inactive,Regular,1,2023-07-24,False,False,False,True
C0024,Manish Kc,9889864260,manish.kc9@example.com,28,46000.0,42641.46,0.8524761902236037,"(25411.703, 56224.4]",43174.0,19-30,Other,Kathmandu,Cash,Pending,Regular,1,2024-06-11,False,True,False,False
C0104,Aarav Poudel,9824754064,aarav.poudel85@example.com,35,59076.0,27240.67,0.5382809874934282,"(56224.4, 86883.8]",70926.125,31-45,Male,Biratnagar,Card,Active,Regular,1,,True,False,False,False
C0100,Dipesh Gurung,9865684858,dipesh.gurung84@example.com,47,166608.0,,,"(148202.6, 178862.0]",162398.29411764705,46-60,Female,Lalitpur,Mobile Banking,Active,Premium,2,2025-05-10,False,False,False,True
C0117,Sita Gurung,9875184410,sita.gurung78@example.com,57,46386.0,13969.09,0.26752430756663603,"(25411.703, 56224.4]",43174.0,46-60,Male,Kathmandu,Digital Wallet,Inactive,Premium,2,2025-12-10,False,False,True,False
C0088,Gita Karki,9849375156,gita.karki46@example.com,,37056.0,16556.55,0.32031169829504796,"(25411.703, 56224.4]",43174.0,,Male,Lalitpur,Cash,Inactive,Premium,2,2022-01-03,False,True,False,False
C0075,Prakash Poudel,9888561612,prakash.poudel56@example.com,29,140927.0,45845.6,0.9178446172248071,"(117543.2, 148202.6]",132933.14285714287,19-30,Male,Bhaktapur,Card,Pending,Premium,2,2024-11-28,True,False,False,False
C0087,Dipesh Sharma,9868246664,dipesh.sharma13@example.com,22,100334.0,49872.58,0.9999999999999999,"(86883.8, 117543.2]",100736.40909090909,19-30,Other,Pokhara,Cash,Pending,New,0,2025-07-16,False,True,False,False
C0083,Sabina Tamang,9886745380,sabina.tamang50@example.com,52,109352.0,43545.28,0.8709152383588997,"(86883.8, 117543.2]",100736.40909090909,46-60,Other,Bhaktapur,Card,Active,Premium,2,2024-07-21,True,False,False,False
C0122,Roshan Rai,9858567046,roshan.rai12@example.com,43,70055.0,40165.45,0.8019625176190203,"(56224.4, 86883.8]",70926.125,31-45,Male,Kathmandu,Digital Wallet,Inactive,Regular,1,2023-10-28,False,False,True,False
C0038,Sita Adhikari,9899152472,sita.adhikari43@example.com,51,76651.0,18528.96,0.3605513067707837,"(56224.4, 86883.8]",70926.125,46-60,Male,Biratnagar,Cash,Pending,Premium,2,2025-07-01,False,True,False,False
C0021,Hari Karki,-9812344701,hari.karki22@example.com,24,166711.0,41883.37,0.8370102146965224,"(148202.6, 178862.0]",162398.29411764705,19-30,Other,Kathmandu,Cash,Inactive,Premium,2,2025-08-28,False,True,False,False
C0061,Prakash Kc,9884514489,prakash.kc98@example.com,51,88270.0,,,"(86883.8, 117543.2]",100736.40909090909,46-60,Male,Pokhara,Digital Wallet,Active,New,0,2022-06-25,False,False,True,False
C0072,Asha Shrestha,9819584466,asha.shrestha8@example.com,25,64056.0,45466.37,0.9101078552319897,"(56224.4, 86883.8]",70926.125,19-30,Female,Chitwan,Card,Active,Premium,2,2023-06-04,True,False,False,False
C0107,Sneha Rai,9824490391,sneha.rai63@example.com,59,150562.0,42441.28,0.8483922701336261,"(148202.6, 178862.0]",162398.29411764705,46-60,Female,Kathmandu,Digital Wallet,Pending,Premium,2,2022-05-05,False,False,True,False
C0015,Dipesh Gurung,9838427073,dipesh.gurung70@example.com,60,68287.0,13620.3,0.2604085592991603,"(56224.4, 86883.8]",70926.125,46-60,Male,Bhaktapur,Digital Wallet,Pending,New,0,2025-01-30,False,False,True,False
C0093,Ram Poudel,9840885967,ram.poudel78@example.com,,155214.0,41725.53,0.8337900830799668,"(148202.6, 178862.0]",162398.29411764705,,Other,Kathmandu,Mobile Banking,Inactive,Regular,1,2025-05-26,False,False,False,True
